gene_ID,transcript_ID,protein_ID
LOC118403598,XM_035802363.1,XP_035658256.1
LOC118403599,XM_035802364.1,XP_035658257.1
LOC118403600,XM_035802368.1,XP_035658261.1
LOC118403601,XM_035802369.1,XP_035658262.1
LOC118403602,XM_035802370.1,XP_035658263.1
LOC118403603,XM_035802372.1,XP_035658265.1
LOC118403604,XM_035802373.1,XP_035658266.1
LOC118403605,XM_035802374.1,XP_035658267.1
LOC118403606,XM_035802375.1,XP_035658268.1
LOC118403607,XM_035802376.1,XP_035658269.1
LOC118403608,XM_035802377.1,XP_035658270.1
LOC118403609,XM_035802380.1,XP_035658273.1
LOC118403610,XM_035802383.1,XP_035658276.1
LOC118403611,XM_035802384.1,XP_035658277.1
LOC118403612,XM_035802385.1,XP_035658278.1
LOC118403613,XM_035802386.1,XP_035658279.1
LOC118403614,XM_035802388.1,XP_035658281.1
LOC118403615,XM_035802389.1,XP_035658282.1
LOC118403616,XM_035802390.1,XP_035658283.1
LOC118403620,XM_035802393.1,XP_035658286.1
LOC118403621,XM_035802394.1,XP_035658287.1
LOC118403622,XM_035802397.1,XP_035658290.1
LOC118403623,XM_035802398.1,XP_035658291.1
LOC118403624,XM_035802399.1,XP_035658292.1
LOC118403625,XM_035802401.1,XP_035658294.1
LOC118403626,XM_035802403.1,XP_035658296.1
LOC118403627,XM_035802404.1,XP_035658297.1
LOC118403629,XM_035802405.1,XP_035658298.1
LOC118403630,XM_035802406.1,XP_035658299.1
LOC118403631,XM_035802407.1,XP_035658300.1
LOC118403633,XM_035802408.1,XP_035658301.1
LOC118403634,XM_035802409.1,XP_035658302.1
LOC118403635,XM_035802411.1,XP_035658304.1
LOC118403636,XM_035802412.1,XP_035658305.1
LOC118403639,XM_035802415.1,XP_035658308.1
LOC118403642,XM_035802413.1,XP_035658306.1
LOC118403643,XM_035802414.1,XP_035658307.1
LOC118403644,XM_035802416.1,XP_035658309.1
LOC118403645,XM_035802419.1,XP_035658312.1
LOC118403646,XM_035802420.1,XP_035658313.1
LOC118403647,XM_035802421.1,XP_035658314.1
LOC118403648,XM_035802422.1,XP_035658315.1
LOC118403649,XM_035802426.1,XP_035658319.1
LOC118403650,XM_035802423.1,XP_035658316.1
LOC118403651,XM_035802424.1,XP_035658317.1
LOC118403652,XM_035802425.1,XP_035658318.1
LOC118403654,XM_035802427.1,XP_035658320.1
LOC118403655,XM_035802428.1,XP_035658321.1
LOC118403656,XM_035802429.1,XP_035658322.1
LOC118403657,XM_035802431.1,XP_035658324.1
LOC118403658,XM_035802438.1,XP_035658331.1
LOC118403659,XM_035802434.1,XP_035658327.1
LOC118403660,XM_035802437.1,XP_035658330.1
LOC118403661,XM_035802440.1,XP_035658333.1
LOC118403662,XM_035802441.1,XP_035658334.1
LOC118403663,XM_035802442.1,XP_035658335.1
LOC118403665,XM_035802443.1,XP_035658336.1
LOC118403666,XM_035802444.1,XP_035658337.1
LOC118403667,XM_035802449.1,XP_035658342.1
LOC118403668,XM_035802445.1,XP_035658338.1
LOC118403669,XM_035802446.1,XP_035658339.1
LOC118403670,XM_035802450.1,XP_035658343.1
LOC118403671,XM_035802452.1,XP_035658345.1
LOC118403672,XM_035802453.1,XP_035658346.1
LOC118403673,XM_035802454.1,XP_035658347.1
LOC118403674,XM_035802455.1,XP_035658348.1
LOC118403675,XM_035802456.1,XP_035658349.1
LOC118403676,XM_035802459.1,XP_035658352.1
LOC118403677,XM_035802457.1,XP_035658350.1
LOC118403680,XM_035802458.1,XP_035658351.1
LOC118403682,XM_035802460.1,XP_035658353.1
LOC118403683,XM_035802461.1,XP_035658354.1
LOC118403684,XM_035802462.1,XP_035658355.1
LOC118403685,XM_035802495.1,XP_035658388.1
LOC118403686,XM_035802463.1,XP_035658356.1
LOC118403687,XM_035802464.1,XP_035658357.1
LOC118403688,XM_035802465.1,XP_035658358.1
LOC118403689,XM_035802468.1,XP_035658361.1
LOC118403690,XM_035802466.1,XP_035658359.1
LOC118403693,XM_035802469.1,XP_035658362.1
LOC118403694,XM_035802471.1,XP_035658364.1
LOC118403695,XM_035802472.1,XP_035658365.1
LOC118403697,XM_035802473.1,XP_035658366.1
LOC118403699,XM_035802474.1,XP_035658367.1
LOC118403700,XM_035802478.1,XP_035658371.1
LOC118403701,XM_035802475.1,XP_035658368.1
LOC118403702,XM_035802476.1,XP_035658369.1
LOC118403703,XM_035802477.1,XP_035658370.1
LOC118403704,XM_035802479.1,XP_035658372.1
LOC118403707,XM_035802480.1,XP_035658373.1
LOC118403708,XM_035802481.1,XP_035658374.1
LOC118403709,XM_035802482.1,XP_035658375.1
LOC118403710,XM_035802486.1,XP_035658379.1
LOC118403711,XM_035802483.1,XP_035658376.1
LOC118403712,XM_035802484.1,XP_035658377.1
LOC118403714,XM_035802485.1,XP_035658378.1
LOC118403715,XM_035802487.1,XP_035658380.1
LOC118403716,XM_035802489.1,XP_035658382.1
LOC118403717,XM_035802491.1,XP_035658384.1
LOC118403718,XM_035802501.1,XP_035658394.1
LOC118403719,XM_035802496.1,XP_035658389.1
LOC118403720,XM_035802502.1,XP_035658395.1
LOC118403721,XM_035802503.1,XP_035658396.1
LOC118403722,XM_035802504.1,XP_035658397.1
LOC118403723,XM_035802505.1,XP_035658398.1
LOC118403724,XM_035802515.1,XP_035658408.1
LOC118403725,XM_035802518.1,XP_035658411.1
LOC118403726,XM_035802520.1,XP_035658413.1
LOC118403727,XM_035802521.1,XP_035658414.1
LOC118403728,XM_035802528.1,XP_035658421.1
LOC118403729,XM_035802527.1,XP_035658420.1
LOC118403730,XM_035802529.1,XP_035658422.1
LOC118403731,XM_035802530.1,XP_035658423.1
LOC118403732,XM_035802531.1,XP_035658424.1
LOC118403733,XM_035802533.1,XP_035658426.1
LOC118403734,XM_035802534.1,XP_035658427.1
LOC118403735,XM_035802535.1,XP_035658428.1
LOC118403736,XM_035802536.1,XP_035658429.1
LOC118403738,XM_035802537.1,XP_035658430.1
LOC118403739,XM_035802538.1,XP_035658431.1
LOC118403740,XM_035802539.1,XP_035658432.1
LOC118403741,XM_035802541.1,XP_035658434.1
LOC118403742,XM_035802542.1,XP_035658435.1
LOC118403743,XM_035802547.1,XP_035658440.1
LOC118403744,XM_035802544.1,XP_035658437.1
LOC118403745,XM_035802545.1,XP_035658438.1
LOC118403746,XM_035802546.1,XP_035658439.1
LOC118403747,XM_035802548.1,XP_035658441.1
LOC118403748,XM_035802549.1,XP_035658442.1
LOC118403753,XM_035802562.1,XP_035658455.1
LOC118403754,XM_035802550.1,XP_035658443.1
LOC118403755,XM_035802551.1,XP_035658444.1
LOC118403756,XM_035802552.1,XP_035658445.1
LOC118403757,XM_035802555.1,XP_035658448.1
LOC118403758,XM_035802557.1,XP_035658450.1
LOC118403759,XM_035802558.1,XP_035658451.1
LOC118403760,XM_035802559.1,XP_035658452.1
LOC118403761,XM_035802560.1,XP_035658453.1
LOC118403762,XM_035802561.1,XP_035658454.1
LOC118403763,XM_035802563.1,XP_035658456.1
LOC118403764,XM_035802564.1,XP_035658457.1
LOC118403765,XM_035802565.1,XP_035658458.1
LOC118403766,XM_035802566.1,XP_035658459.1
LOC118403767,XM_035802567.1,XP_035658460.1
LOC118403768,XM_035802569.1,XP_035658462.1
LOC118403769,XM_035802573.1,XP_035658466.1
LOC118403770,XM_035802570.1,XP_035658463.1
LOC118403771,XM_035802571.1,XP_035658464.1
LOC118403772,XM_035802572.1,XP_035658465.1
LOC118403773,XM_035802607.1,XP_035658500.1
LOC118403774,XM_035802574.1,XP_035658467.1
LOC118403775,XM_035802575.1,XP_035658468.1
LOC118403776,XM_035802576.1,XP_035658469.1
LOC118403777,XM_035802577.1,XP_035658470.1
LOC118403778,XM_035802578.1,XP_035658471.1
LOC118403779,XM_035802579.1,XP_035658472.1
LOC118403780,XM_035802580.1,XP_035658473.1
LOC118403781,XM_035802582.1,XP_035658475.1
LOC118403782,XM_035802583.1,XP_035658476.1
LOC118403783,XM_035802584.1,XP_035658477.1
LOC118403790,XM_035802587.1,XP_035658480.1
LOC118403791,XM_035802588.1,XP_035658481.1
LOC118403792,XM_035802589.1,XP_035658482.1
LOC118403793,XM_035802591.1,XP_035658484.1
LOC118403794,XM_035802593.1,XP_035658486.1
LOC118403795,XM_035802594.1,XP_035658487.1
LOC118403796,XM_035802595.1,XP_035658488.1
LOC118403797,XM_035802596.1,XP_035658489.1
LOC118403798,XM_035802597.1,XP_035658490.1
LOC118403799,XM_035802599.1,XP_035658492.1
LOC118403800,XM_035802601.1,XP_035658494.1
LOC118403804,XM_035802602.1,XP_035658495.1
LOC118403805,XM_035802604.1,XP_035658497.1
LOC118403806,XM_035802611.1,XP_035658504.1
LOC118403807,XM_035802612.1,XP_035658505.1
LOC118403809,XM_035802613.1,XP_035658506.1
LOC118403810,XM_035802614.1,XP_035658507.1
LOC118403811,XM_035802615.1,XP_035658508.1
LOC118403812,XM_035802617.1,XP_035658510.1
LOC118403813,XM_035802632.1,XP_035658525.1
LOC118403814,XM_035802633.1,XP_035658526.1
LOC118403815,XM_035802635.1,XP_035658528.1
LOC118403816,XM_035802654.1,XP_035658547.1
LOC118403817,XM_035802665.1,XP_035658558.1
LOC118403818,XM_035802667.1,XP_035658560.1
LOC118403819,XM_035802668.1,XP_035658561.1
LOC118403820,XM_035802669.1,XP_035658562.1
LOC118403821,XM_035802671.1,XP_035658564.1
LOC118403822,XM_035802673.1,XP_035658566.1
LOC118403823,XM_035802678.1,XP_035658571.1
LOC118403824,XM_035802674.1,XP_035658567.1
LOC118403825,XM_035802677.1,XP_035658570.1
LOC118403826,XM_035802679.1,XP_035658572.1
LOC118403827,XM_035802680.1,XP_035658573.1
LOC118403828,XM_035802681.1,XP_035658574.1
LOC118403829,XM_035802682.1,XP_035658575.1
LOC118403830,XM_035802683.1,XP_035658576.1
LOC118403831,XM_035802684.1,XP_035658577.1
LOC118403832,XM_035802685.1,XP_035658578.1
LOC118403833,XM_035802688.1,XP_035658581.1
LOC118403834,XM_035802689.1,XP_035658582.1
LOC118403835,XM_035802690.1,XP_035658583.1
LOC118403836,XM_035802692.1,XP_035658585.1
LOC118403837,XM_035802693.1,XP_035658586.1
LOC118403838,XM_035802695.1,XP_035658588.1
LOC118403839,XM_035802696.1,XP_035658589.1
LOC118403840,XM_035802697.1,XP_035658590.1
LOC118403841,XM_035802698.1,XP_035658591.1
LOC118403842,XM_035802728.1,XP_035658621.1
LOC118403843,XM_035802699.1,XP_035658592.1
LOC118403844,XM_035802700.1,XP_035658593.1
LOC118403845,XM_035802701.1,XP_035658594.1
LOC118403846,XM_035802705.1,XP_035658598.1
LOC118403847,XM_035802703.1,XP_035658596.1
LOC118403848,XM_035802704.1,XP_035658597.1
LOC118403849,XM_035802709.1,XP_035658602.1
LOC118403850,XM_035802710.1,XP_035658603.1
LOC118403851,XM_035802711.1,XP_035658604.1
LOC118403852,XM_035802713.1,XP_035658606.1
LOC118403853,XM_035802714.1,XP_035658607.1
LOC118403854,XM_035802718.1,XP_035658611.1
LOC118403855,XM_035802715.1,XP_035658608.1
LOC118403856,XM_035802716.1,XP_035658609.1
LOC118403857,XM_035802717.1,XP_035658610.1
LOC118403858,XM_035802719.1,XP_035658612.1
LOC118403859,XM_035802720.1,XP_035658613.1
LOC118403860,XM_035802721.1,XP_035658614.1
LOC118403861,XM_035802722.1,XP_035658615.1
LOC118403862,XM_035802723.1,XP_035658616.1
LOC118403863,XM_035802724.1,XP_035658617.1
LOC118403865,XM_035802725.1,XP_035658618.1
LOC118403875,XM_035802726.1,XP_035658619.1
LOC118403877,XM_035802727.1,XP_035658620.1
LOC118403878,XM_035802729.1,XP_035658622.1
LOC118403879,XM_035802733.1,XP_035658626.1
LOC118403880,XM_035802731.1,XP_035658624.1
LOC118403881,XM_035802732.1,XP_035658625.1
LOC118403882,XM_035802734.1,XP_035658627.1
LOC118403884,XM_035802738.1,XP_035658631.1
LOC118403885,XM_035802739.1,XP_035658632.1
LOC118403886,XM_035802740.1,XP_035658633.1
LOC118403887,XM_035802743.1,XP_035658636.1
LOC118403888,XM_035802741.1,XP_035658634.1
LOC118403889,XM_035802742.1,XP_035658635.1
LOC118403890,XM_035802744.1,XP_035658637.1
LOC118403891,XM_035802745.1,XP_035658638.1
LOC118403892,XM_035802746.1,XP_035658639.1
LOC118403893,XM_035802748.1,XP_035658641.1
LOC118403894,XM_035802749.1,XP_035658642.1
LOC118403895,XM_035802750.1,XP_035658643.1
LOC118403896,XM_035802755.1,XP_035658648.1
LOC118403897,XM_035802752.1,XP_035658645.1
LOC118403898,XM_035802753.1,XP_035658646.1
LOC118403899,XM_035802754.1,XP_035658647.1
LOC118403901,XM_035802756.1,XP_035658649.1
LOC118403902,XM_035802761.1,XP_035658654.1
LOC118403903,XM_035802762.1,XP_035658655.1
LOC118403904,XM_035802767.1,XP_035658660.1
LOC118403905,XM_035802763.1,XP_035658656.1
LOC118403906,XM_035802764.1,XP_035658657.1
LOC118403907,XM_035802766.1,XP_035658659.1
LOC118403908,XM_035802768.1,XP_035658661.1
LOC118403909,XM_035802771.1,XP_035658664.1
LOC118403910,XM_035802773.1,XP_035658666.1
LOC118403912,XM_035802778.1,XP_035658671.1
LOC118403913,XM_035802783.1,XP_035658676.1
LOC118403914,XM_035802784.1,XP_035658677.1
LOC118403915,XM_035802786.1,XP_035658679.1
LOC118403916,XM_035802788.1,XP_035658681.1
LOC118403917,XM_035802789.1,XP_035658682.1
LOC118403919,XM_035802790.1,XP_035658683.1
LOC118403920,XM_035802804.1,XP_035658697.1
LOC118403921,XM_035802797.1,XP_035658690.1
LOC118403922,XM_035802799.1,XP_035658692.1
LOC118403923,XM_035802803.1,XP_035658696.1
LOC118403925,XM_035802805.1,XP_035658698.1
LOC118403926,XM_035802808.1,XP_035658701.1
LOC118403927,XM_035802809.1,XP_035658702.1
LOC118403928,XM_035802848.1,XP_035658741.1
LOC118403929,XM_035802810.1,XP_035658703.1
LOC118403930,XM_035802811.1,XP_035658704.1
LOC118403931,XM_035802812.1,XP_035658705.1
LOC118403932,XM_035802815.1,XP_035658708.1
LOC118403933,XM_035802813.1,XP_035658706.1
LOC118403935,XM_035802814.1,XP_035658707.1
LOC118403936,XM_035802816.1,XP_035658709.1
LOC118403937,XM_035802818.1,XP_035658711.1
LOC118403938,XM_035802819.1,XP_035658712.1
LOC118403939,XM_035802821.1,XP_035658714.1
LOC118403940,XM_035802823.1,XP_035658716.1
LOC118403941,XM_035802827.1,XP_035658720.1
LOC118403942,XM_035802824.1,XP_035658717.1
LOC118403943,XM_035802825.1,XP_035658718.1
LOC118403944,XM_035802826.1,XP_035658719.1
LOC118403945,XM_035802828.1,XP_035658721.1
LOC118403946,XM_035802829.1,XP_035658722.1
LOC118403949,XM_035802830.1,XP_035658723.1
LOC118403950,XM_035802833.1,XP_035658726.1
LOC118403951,XM_035802835.1,XP_035658728.1
LOC118403952,XM_035802836.1,XP_035658729.1
LOC118403953,XM_035802839.1,XP_035658732.1
LOC118403954,XM_035802849.1,XP_035658742.1
LOC118403955,XM_035802854.1,XP_035658747.1
LOC118403957,XM_035802855.1,XP_035658748.1
LOC118403958,XM_035802857.1,XP_035658750.1
LOC118403959,XM_035802861.1,XP_035658754.1
LOC118403960,XM_035802858.1,XP_035658751.1
LOC118403961,XM_035802859.1,XP_035658752.1
LOC118403962,XM_035802860.1,XP_035658753.1
LOC118403963,XM_035802862.1,XP_035658755.1
LOC118403964,XM_035802864.1,XP_035658757.1
LOC118403965,XM_035802865.1,XP_035658758.1
LOC118403966,XM_035802867.1,XP_035658760.1
LOC118403967,XM_035802871.1,XP_035658764.1
LOC118403968,XM_035802873.1,XP_035658766.1
LOC118403969,XM_035802874.1,XP_035658767.1
LOC118403970,XM_035802877.1,XP_035658770.1
LOC118403971,XM_035802875.1,XP_035658768.1
LOC118403973,XM_035802876.1,XP_035658769.1
LOC118403985,XM_035802880.1,XP_035658773.1
LOC118403988,XM_035802878.1,XP_035658771.1
LOC118403989,XM_035802881.1,XP_035658774.1
LOC118403990,XM_035802883.1,XP_035658776.1
LOC118403991,XM_035802884.1,XP_035658777.1
LOC118403992,XM_035802894.1,XP_035658787.1
LOC118403993,XM_035802890.1,XP_035658783.1
LOC118403994,XM_035802891.1,XP_035658784.1
LOC118403995,XM_035802892.1,XP_035658785.1
LOC118403996,XM_035802895.1,XP_035658788.1
LOC118403997,XM_035802897.1,XP_035658790.1
LOC118403999,XM_035802901.1,XP_035658794.1
LOC118404000,XM_035802905.1,XP_035658798.1
LOC118404002,XM_035802902.1,XP_035658795.1
LOC118404003,XM_035802903.1,XP_035658796.1
LOC118404004,XM_035802906.1,XP_035658799.1
LOC118404005,XM_035802908.1,XP_035658801.1
LOC118404006,XM_035802909.1,XP_035658802.1
LOC118404007,XM_035802910.1,XP_035658803.1
LOC118404008,XM_035802916.1,XP_035658809.1
LOC118404009,XM_035802917.1,XP_035658810.1
LOC118404010,XM_035802960.1,XP_035658853.1
LOC118404011,XM_035802920.1,XP_035658813.1
LOC118404012,XM_035802929.1,XP_035658822.1
LOC118404013,XM_035802932.1,XP_035658825.1
LOC118404014,XM_035802933.1,XP_035658826.1
LOC118404015,XM_035802942.1,XP_035658835.1
LOC118404016,XM_035802938.1,XP_035658831.1
LOC118404017,XM_035802941.1,XP_035658834.1
LOC118404018,XM_035802943.1,XP_035658836.1
LOC118404019,XM_035802944.1,XP_035658837.1
LOC118404020,XM_035802945.1,XP_035658838.1
LOC118404021,XM_035802946.1,XP_035658839.1
LOC118404022,XM_035802947.1,XP_035658840.1
LOC118404023,XM_035802948.1,XP_035658841.1
LOC118404024,XM_035802949.1,XP_035658842.1
LOC118404025,XM_035802952.1,XP_035658845.1
LOC118404026,XM_035802950.1,XP_035658843.1
LOC118404027,XM_035802951.1,XP_035658844.1
LOC118404029,XM_035802953.1,XP_035658846.1
LOC118404031,XM_035802955.1,XP_035658848.1
LOC118404032,XM_035802956.1,XP_035658849.1
LOC118404033,XM_035802959.1,XP_035658852.1
LOC118404034,XM_035802965.1,XP_035658858.1
LOC118404035,XM_035802966.1,XP_035658859.1
LOC118404036,XM_035802972.1,XP_035658865.1
LOC118404037,XM_035802973.1,XP_035658866.1
LOC118404038,XM_035802980.1,XP_035658873.1
LOC118404039,XM_035802982.1,XP_035658875.1
LOC118404040,XM_035802983.1,XP_035658876.1
LOC118404041,XM_035802985.1,XP_035658878.1
LOC118404042,XM_035802986.1,XP_035658879.1
LOC118404043,XM_035802987.1,XP_035658880.1
LOC118404044,XM_035802993.1,XP_035658886.1
LOC118404045,XM_035802989.1,XP_035658882.1
LOC118404046,XM_035802999.1,XP_035658892.1
LOC118404047,XM_035803000.1,XP_035658893.1
LOC118404048,XM_035803001.1,XP_035658894.1
LOC118404049,XM_035803005.1,XP_035658898.1
LOC118404050,XM_035803002.1,XP_035658895.1
LOC118404051,XM_035803003.1,XP_035658896.1
LOC118404052,XM_035803004.1,XP_035658897.1
LOC118404053,XM_035803006.1,XP_035658899.1
LOC118404054,XM_035803007.1,XP_035658900.1
LOC118404055,XM_035803010.1,XP_035658903.1
LOC118404056,XM_035803011.1,XP_035658904.1
LOC118404057,XM_035803012.1,XP_035658905.1
LOC118404059,XM_035803015.1,XP_035658908.1
LOC118404061,XM_035803013.1,XP_035658906.1
LOC118404062,XM_035803014.1,XP_035658907.1
LOC118404063,XM_035803016.1,XP_035658909.1
LOC118404064,XM_035803018.1,XP_035658911.1
LOC118404065,XM_035803019.1,XP_035658912.1
LOC118404066,XM_035803020.1,XP_035658913.1
LOC118404067,XM_035803021.1,XP_035658914.1
LOC118404068,XM_035803022.1,XP_035658915.1
LOC118404069,XM_035803024.1,XP_035658917.1
LOC118404070,XM_035803025.1,XP_035658918.1
LOC118404071,XM_035803026.1,XP_035658919.1
LOC118404072,XM_035803027.1,XP_035658920.1
LOC118404073,XM_035803028.1,XP_035658921.1
LOC118404074,XM_035803029.1,XP_035658922.1
LOC118404075,XM_035803030.1,XP_035658923.1
LOC118404076,XM_035803034.1,XP_035658927.1
LOC118404077,XM_035803031.1,XP_035658924.1
LOC118404078,XM_035803033.1,XP_035658926.1
LOC118404079,XM_035803039.1,XP_035658932.1
LOC118404080,XM_035803040.1,XP_035658933.1
LOC118404081,XM_035803041.1,XP_035658934.1
LOC118404082,XM_035803042.1,XP_035658935.1
LOC118404084,XM_035803044.1,XP_035658937.1
LOC118404085,XM_035803045.1,XP_035658938.1
LOC118404086,XM_035803046.1,XP_035658939.1
LOC118404087,XM_035803047.1,XP_035658940.1
LOC118404088,XM_035803048.1,XP_035658941.1
LOC118404090,XM_035803049.1,XP_035658942.1
LOC118404091,XM_035803053.1,XP_035658946.1
LOC118404092,XM_035803051.1,XP_035658944.1
LOC118404093,XM_035803052.1,XP_035658945.1
LOC118404094,XM_035803055.1,XP_035658948.1
LOC118404095,XM_035803056.1,XP_035658949.1
LOC118404096,XM_035803058.1,XP_035658951.1
LOC118404100,XM_035803060.1,XP_035658953.1
LOC118404102,XM_035803062.1,XP_035658955.1
LOC118404105,XM_035803063.1,XP_035658956.1
LOC118404106,XM_035803071.1,XP_035658964.1
LOC118404107,XM_035803087.1,XP_035658980.1
LOC118404108,XM_035803089.1,XP_035658982.1
LOC118404109,XM_035803090.1,XP_035658983.1
LOC118404110,XM_035803091.1,XP_035658984.1
LOC118404111,XM_035803093.1,XP_035658986.1
LOC118404112,XM_035803101.1,XP_035658994.1
LOC118404113,XM_035803102.1,XP_035658995.1
LOC118404114,XM_035803103.1,XP_035658996.1
LOC118404116,XM_035803105.1,XP_035658998.1
LOC118404117,XM_035803111.1,XP_035659004.1
LOC118404118,XM_035803109.1,XP_035659002.1
LOC118404119,XM_035803110.1,XP_035659003.1
LOC118404120,XM_035803112.1,XP_035659005.1
LOC118404121,XM_035803113.1,XP_035659006.1
LOC118404122,XM_035803114.1,XP_035659007.1
LOC118404123,XM_035803117.1,XP_035659010.1
LOC118404124,XM_035803118.1,XP_035659011.1
LOC118404125,XM_035803125.1,XP_035659018.1
LOC118404126,XM_035803120.1,XP_035659013.1
LOC118404127,XM_035803121.1,XP_035659014.1
LOC118404128,XM_035803123.1,XP_035659016.1
LOC118404129,XM_035803128.1,XP_035659021.1
LOC118404132,XM_035803129.1,XP_035659022.1
LOC118404133,XM_035803131.1,XP_035659024.1
LOC118404134,XM_035803134.1,XP_035659027.1
LOC118404135,XM_035803132.1,XP_035659025.1
LOC118404136,XM_035803133.1,XP_035659026.1
LOC118404138,XM_035803135.1,XP_035659028.1
LOC118404139,XM_035803137.1,XP_035659030.1
LOC118404140,XM_035803149.1,XP_035659042.1
LOC118404141,XM_035803155.1,XP_035659048.1
LOC118404142,XM_035803156.1,XP_035659049.1
LOC118404143,XM_035803157.1,XP_035659050.1
LOC118404144,XM_035803161.1,XP_035659054.1
LOC118404145,XM_035803158.1,XP_035659051.1
LOC118404146,XM_035803159.1,XP_035659052.1
LOC118404147,XM_035803160.1,XP_035659053.1
LOC118404148,XM_035803162.1,XP_035659055.1
LOC118404149,XM_035803164.1,XP_035659057.1
LOC118404150,XM_035803169.1,XP_035659062.1
LOC118404151,XM_035803175.1,XP_035659068.1
LOC118404152,XM_035803174.1,XP_035659067.1
LOC118404153,XM_035803176.1,XP_035659069.1
LOC118404154,XM_035803177.1,XP_035659070.1
LOC118404155,XM_035803178.1,XP_035659071.1
LOC118404156,XM_035803179.1,XP_035659072.1
LOC118404157,XM_035803180.1,XP_035659073.1
LOC118404158,XM_035803181.1,XP_035659074.1
LOC118404159,XM_035803185.1,XP_035659078.1
LOC118404160,XM_035803182.1,XP_035659075.1
LOC118404161,XM_035803183.1,XP_035659076.1
LOC118404162,XM_035803186.1,XP_035659079.1
LOC118404163,XM_035803187.1,XP_035659080.1
LOC118404169,XM_035803188.1,XP_035659081.1
LOC118404170,XM_035803192.1,XP_035659085.1
LOC118404171,XM_035803190.1,XP_035659083.1
LOC118404172,XM_035803191.1,XP_035659084.1
LOC118404173,XM_035803193.1,XP_035659086.1
LOC118404175,XM_035803194.1,XP_035659087.1
LOC118404176,XM_035803196.1,XP_035659089.1
LOC118404177,XM_035803197.1,XP_035659090.1
LOC118404178,XM_035803198.1,XP_035659091.1
LOC118404179,XM_035803203.1,XP_035659096.1
LOC118404180,XM_035803200.1,XP_035659093.1
