"geneID","transcriptID","proteinID","transcript_length"
"111563267","XM_035944444.2","XP_035800337.2",4771
"111563267","XM_035944443.2","XP_035800336.2",4789
"111563267","XM_035944437.2","XP_035800330.2",4929
"111563267","XM_035944448.2","XP_035800341.2",4716
"111563267","XM_035944435.2","XP_035800328.2",5002
"111563267","XM_035944446.2","XP_035800339.2",4980
"111563267","XM_035944440.2","XP_035800333.2",5184
"111563267","XM_055011577.1","XP_054867552.1",4934
"111563267","XM_035944445.2","XP_035800338.2",4943
"111563267","XM_035944449.2","XP_035800342.2",6790
"111563268","XM_035944453.2","XP_035800346.1",7756
"111563268","XM_055010230.1","XP_054866205.1",7705
"111563268","XM_035944451.2","XP_035800344.1",7666
"111563268","XM_055010208.1","XP_054866183.1",8073
"111563268","XM_035944452.2","XP_035800345.1",8041
"111563268","XM_035944456.2","XP_035800349.1",7990
"111563268","XM_055010212.1","XP_054866187.1",7826
"111563268","XM_055010224.1","XP_054866199.1",7775
"111563268","XM_035944457.2","XP_035800350.1",7980
"111563268","XM_023262272.3","XP_023118040.1",8037
"111563268","XM_023262274.3","XP_023118042.1",7976
"111563268","XM_035944455.2","XP_035800348.1",7743
"111563268","XM_055010227.1","XP_054866202.1",7692
"111563278","XM_023262288.3","XP_023118056.2",1229
"111563278","XM_023262287.3","XP_023118055.2",795
"111563278","XM_023262286.3","XP_023118054.2",682
"111563276","XM_023262284.3","XP_023118052.1",2432
"111563275","XM_035944459.2","XP_035800352.2",6261
"111563275","XM_023262283.3","XP_023118051.2",6263
"111563273","XM_023262281.3","XP_023118049.1",3339
"111563272","XM_023262279.3","XP_023118047.1",2911
"111570147","XM_055009327.1","XP_054865302.1",3276
"111570147","XM_055009323.1","XP_054865298.1",3424
"111570147","XM_023272750.3","XP_023128518.1",3903
"111570149","XM_035949319.2","XP_035805212.2",5047
"111568062","XM_023269531.3","XP_023125299.1",1690
"111582376","XM_055009331.1","XP_054865306.1",3971
"111582379","XM_023291026.3","XP_023146794.2",1647
"111571379","XM_055013609.1","XP_054869584.1",5642
"111571379","XM_055013606.1","XP_054869581.1",5985
"111571379","XM_055013613.1","XP_054869588.1",5943
"111584832","XM_055010256.1","XP_054866231.1",3021
"111584832","XM_055010255.1","XP_054866230.1",2971
"111584829","XM_023294125.3","XP_023149893.1",1783
"111584828","XM_023294123.3","XP_023149891.2",4266
"111584828","XM_035940913.2","XP_035796806.2",3767
"111584828","XM_023294124.3","XP_023149892.2",3770
"111584828","XM_023294122.3","XP_023149890.2",4268
"111584833","XM_023294133.3","XP_023149901.1",2922
"111584833","XM_023294134.3","XP_023149902.1",3878
"111584830","XM_035940915.2","XP_035796808.2",5443
"111584830","XM_035940914.2","XP_035796807.2",5515
"111584830","XM_023294128.3","XP_023149896.1",5319
"111584830","XM_035940917.2","XP_035796810.1",5424
"111584830","XM_023294126.3","XP_023149894.2",5409
"111584830","XM_023294130.3","XP_023149898.1",5246
"111584831","XM_023294131.3","XP_023149899.1",3212
"111575894","XM_023281304.3","XP_023137072.1",4206
"111575893","XM_055010480.1","XP_054866455.1",2995
"111575893","XM_055010481.1","XP_054866456.1",7421
"111575893","XM_023281303.3","XP_023137071.1",7364
"111575893","XM_055010479.1","XP_054866454.1",7311
"111576893","XM_035954047.2","XP_035809940.2",6997
"111576893","XM_023282852.3","XP_023138620.2",7072
"111576892","XM_023282851.3","XP_023138619.2",1644
"111576889","XM_035954053.2","XP_035809946.1",3069
"111576889","XM_035954052.2","XP_035809945.1",3022
"111576889","XM_023282849.3","XP_023138617.1",4185
"111576889","XM_023282848.3","XP_023138616.1",3007
"111576890","XM_023282850.3","XP_023138618.2",1132
"111576886","XM_023282843.3","XP_023138611.3",5659
"111576885","XM_023282840.3","XP_023138608.1",5861
"111576882","XM_023282838.2","XP_023138606.2",3822
"111576887","XM_035954050.2","XP_035809943.2",2794
"111583341","XM_055013334.1","XP_054869309.1",2354
"111583341","XM_023292379.3","XP_023148147.2",1681
"111583341","XM_055013338.1","XP_054869313.1",1675
"111583341","XM_055013328.1","XP_054869303.1",3113
"111583341","XM_035958201.2","XP_035814094.2",3107
"111583341","XM_055013331.1","XP_054869306.1",3109
"111583341","XM_055013332.1","XP_054869307.1",3081
"111583340","XM_035958207.2","XP_035814100.2",2478
"111583340","XM_023292371.3","XP_023148139.2",2477
"111583340","XM_055013268.1","XP_054869243.1",2410
"111583340","XM_023292372.3","XP_023148140.2",2180
"111583338","XM_055013274.1","XP_054869249.1",3793
"129349185","XM_055011695.1","XP_054867670.1",1780
"111570483","XM_035949541.2","XP_035805434.1",4935
"111570483","XM_023273260.3","XP_023129028.1",5078
"111570483","XM_023273266.3","XP_023129034.1",4987
"111570483","XM_035949542.2","XP_035805435.1",5065
"111570483","XM_023273268.3","XP_023129036.1",4923
"111570483","XM_055010301.1","XP_054866276.1",4911
"111570483","XM_023273269.3","XP_023129037.1",4923
"111570483","XM_023273267.3","XP_023129035.1",4974
"111570483","XM_023273270.3","XP_023129038.1",4910
"111570486","XM_055013101.1","XP_054869076.1",3575
"111570486","XM_055013092.1","XP_054869067.1",5425
"111570486","XM_055013093.1","XP_054869068.1",4143
"111570486","XM_023273275.3","XP_023129043.2",5211
"111570486","XM_035949540.2","XP_035805433.2",4954
"111570486","XM_023273278.3","XP_023129046.2",4847
"111570486","XM_055013105.1","XP_054869080.1",4843
"111570486","XM_023273279.3","XP_023129047.2",4730
"111570486","XM_055013107.1","XP_054869082.1",2068
"111570482","XM_055013110.1","XP_054869085.1",3161
"111570482","XM_023273258.3","XP_023129026.2",3152
"111570480","XM_023273256.3","XP_023129024.2",5821
"111570480","XM_023273257.3","XP_023129025.2",5763
"111570480","XM_055013087.1","XP_054869062.1",5322
"111570490","XM_023273289.3","XP_023129057.2",1074
"111570490","XM_023273288.3","XP_023129056.2",1080
"111570489","XM_035949534.2","XP_035805427.1",3610
"111570489","XM_035949535.2","XP_035805428.1",3545
"111570491","XM_023273290.3","XP_023129058.1",914
"111570479","XM_055013687.1","XP_054869662.1",8103
"111570479","XM_023273255.3","XP_023129023.3",7903
"111570485","XM_023273272.3","XP_023129040.2",8343
"111570485","XM_023273273.3","XP_023129041.2",8217
"111570485","XM_035949536.2","XP_035805429.2",8070
"111570485","XM_023273274.3","XP_023129042.2",8097
"111570485","XM_055010079.1","XP_054866054.1",9659
"111570487","XM_023273281.3","XP_023129049.1",2440
"111570487","XM_023273280.3","XP_023129048.1",2575
"111571135","XM_023274210.3","XP_023129978.1",912
"111571133","XM_023274208.3","XP_023129976.1",816
"111571132","XM_023274205.3","XP_023129973.2",7136
"111571132","XM_055011788.1","XP_054867763.1",7050
"111571132","XM_055011797.1","XP_054867772.1",7008
"111571132","XM_055011794.1","XP_054867769.1",6883
"111571134","XM_023274209.3","XP_023129977.1",1631
"111582316","XM_023290934.3","XP_023146702.1",2273
"111582316","XM_023290935.3","XP_023146703.1",2269
"111581173","XM_035956779.2","XP_035812672.2",5165
"111581173","XM_023289222.3","XP_023144990.2",5165
"111581172","XM_055011433.1","XP_054867408.1",17388
"111581172","XM_055011438.1","XP_054867413.1",17249
"111581172","XM_055011436.1","XP_054867411.1",17377
"111581172","XM_055011442.1","XP_054867417.1",17033
"111581172","XM_055011443.1","XP_054867418.1",16928
"111581172","XM_055011425.1","XP_054867400.1",17036
"111581172","XM_055011439.1","XP_054867414.1",16803
"111581172","XM_055011445.1","XP_054867420.1",13217
"111566205","XM_035946591.2","XP_035802484.2",3046
"111566208","XM_023266688.3","XP_023122456.2",3504
"111566203","XM_023266679.3","XP_023122447.1",5635
"111566203","XM_023266678.3","XP_023122446.1",5638
"111566203","XM_023266676.3","XP_023122444.1",5695
"111566203","XM_023266675.3","XP_023122443.1",5698
"111566204","XM_035946595.2","XP_035802488.1",1555
"111566204","XM_023266682.3","XP_023122450.1",1472
"111566204","XM_023266683.3","XP_023122451.1",1465
"111566204","XM_023266684.3","XP_023122452.1",1444
"111566204","XM_055009155.1","XP_054865130.1",1356
"111566204","XM_023266681.3","XP_023122449.1",1258
"111566204","XM_055009160.1","XP_054865135.1",1217
"111566209","XM_023266691.3","XP_023122459.2",8918
"111566209","XM_023266690.3","XP_023122458.2",8921
"111566210","XM_023266694.3","XP_023122462.1",7178
"111566212","XM_023266697.3","XP_023122465.1",4464
"111566212","XM_055009123.1","XP_054865098.1",4979
"111566212","XM_035946590.2","XP_035802483.1",4976
"111566212","XM_035946589.2","XP_035802482.1",4975
"111566212","XM_023266696.3","XP_023122464.1",4971
"111566212","XM_055009130.1","XP_054865105.1",4364
"111566212","XM_023266698.3","XP_023122466.1",4365
"111566212","XM_055009138.1","XP_054865113.1",4362
"111577576","XM_023283918.3","XP_023139686.2",8154
"111577580","XM_023283925.3","XP_023139693.2",1671
"111577577","XM_023283921.3","XP_023139689.1",5441
"111577577","XM_055011715.1","XP_054867690.1",5444
"111577571","XM_023283905.3","XP_023139673.2",5111
"111577571","XM_023283906.3","XP_023139674.2",5075
"111577574","XM_023283912.3","XP_023139680.2",4737
"111577574","XM_023283909.2","XP_023139677.2",4757
"111577574","XM_055011335.1","XP_054867310.1",4665
"111577574","XM_055011332.1","XP_054867307.1",4903
"111577574","XM_023283911.3","XP_023139679.2",4976
"111577574","XM_035954492.2","XP_035810385.2",4979
"111577578","XM_023283922.3","XP_023139690.2",4172
"111577579","XM_055017802.1","XP_054873777.1",6951
"111577579","XM_055017780.1","XP_054873755.1",6954
"111577572","XM_023283908.3","XP_023139676.2",5221
"111578413","XM_023285208.3","XP_023140976.1",2250
"111578414","XM_023285209.3","XP_023140977.1",4301
"111578411","XM_023285206.3","XP_023140974.1",2325
"129349330","XM_055012333.1","XP_054868308.1",1856
"111578415","XM_023285211.3","XP_023140979.2",4053
"111578415","XM_023285212.3","XP_023140980.2",4011
"111578415","XM_023285210.3","XP_023140978.2",4055
"111578417","XM_023285215.3","XP_023140983.2",4751
"111578417","XM_023285216.3","XP_023140984.2",4670
"111578417","XM_023285214.3","XP_023140982.2",4753
"111578418","XM_055017348.1","XP_054873323.1",5101
"111578418","XM_055017402.1","XP_054873377.1",5244
"111578418","XM_055017382.1","XP_054873357.1",5245
"111578418","XM_055017365.1","XP_054873340.1",5253
"111578418","XM_055017325.1","XP_054873300.1",5255
"111578418","XM_055017450.1","XP_054873425.1",5179
"111578418","XM_055017421.1","XP_054873396.1",5181
"111578418","XM_023285217.3","XP_023140985.1",4704
"111577795","XM_023284237.3","XP_023140005.2",2093
"111577799","XM_023284243.3","XP_023140011.2",4268
"111577799","XM_023284244.3","XP_023140012.2",4265
"111577799","XM_023284245.3","XP_023140013.2",4259
"111577799","XM_023284246.3","XP_023140014.2",2493
"111577787","XM_023284229.3","XP_023139997.2",3212
"111577788","XM_023284230.3","XP_023139998.3",3989
"111577788","XM_055010275.1","XP_054866250.1",3963
"111577788","XM_035954618.2","XP_035810511.2",3822
"111577798","XM_023284242.3","XP_023140010.2",8040
"111577781","XM_023284218.3","XP_023139986.1",5046
"111577781","XM_023284217.3","XP_023139985.2",6418
"111577796","XM_023284239.3","XP_023140007.2",7746
"111577784","XM_023284223.3","XP_023139991.2",3522
"111577784","XM_023284225.3","XP_023139993.2",3430
"111577785","XM_035954615.2","XP_035810508.1",3847
"111577785","XM_055019318.1","XP_054875293.1",11583
"111577785","XM_023284226.3","XP_023139994.1",12606
"111577785","XM_035954616.2","XP_035810509.1",12511
"111577800","XM_023284247.3","XP_023140015.1",510
"111577786","XM_023284227.3","XP_023139995.1",2682
"111577786","XM_035954626.2","XP_035810519.1",3054
"111577791","XM_023284234.3","XP_023140002.2",2479
"111577790","XM_023284233.3","XP_023140001.1",3927
"111577783","XM_023284222.3","XP_023139990.1",3738
"111577783","XM_035954619.2","XP_035810512.1",4127
"111577782","XM_023284219.3","XP_023139987.2",3241
"111577789","XM_023284232.3","XP_023140000.1",1252
"111577792","XM_023284235.3","XP_023140003.1",1665
"111577797","XM_023284241.3","XP_023140009.1",1639
"111587669","XM_023297722.3","XP_023153490.1",2553
"111587674","XM_023297732.3","XP_023153500.2",3016
"111587677","XM_023297734.3","XP_023153502.1",7117
"111587677","XM_023297735.3","XP_023153503.1",7392
"111587677","XM_023297736.3","XP_023153504.1",6992
"111587675","XM_023297733.3","XP_023153501.2",6563
"111587672","XM_055009491.1","XP_054865466.1",1573
"111587671","XM_023297725.3","XP_023153493.1",2379
"111587670","XM_023297723.3","XP_023153491.1",5687
"111587670","XM_035942682.2","XP_035798575.1",5709
"111587673","XM_023297731.3","XP_023153499.2",2572
"111571167","XM_023274247.3","XP_023130015.1",2812
"111571168","XM_055010641.1","XP_054866616.1",3199
"111571168","XM_023274248.3","XP_023130016.1",3087
"111571169","XM_023274249.3","XP_023130017.1",2138
"111573320","XM_055012805.1","XP_054868780.1",1431
"111573320","XM_023277418.3","XP_023133186.1",4010
"111573320","XM_023277420.3","XP_023133188.1",3960
"111573312","XM_023277407.3","XP_023133175.1",1911
"111573323","XM_023277423.3","XP_023133191.2",4080
"111573319","XM_023277416.3","XP_023133184.1",2326
"111573313","XM_023277409.3","XP_023133177.2",4020
"111573315","XM_023277412.3","XP_023133180.1",1398
"111577158","XM_023283286.3","XP_023139054.1",2707
"111577159","XM_023283287.3","XP_023139055.1",772
"111577159","XM_023283288.3","XP_023139056.1",773
"111577153","XM_023283277.3","XP_023139045.1",2531
"111577156","XM_023283284.3","XP_023139052.1",2171
"111577160","XM_023283290.3","XP_023139058.1",3171
"111577155","XM_023283283.3","XP_023139051.2",2828
"111577155","XM_055010972.1","XP_054866947.1",2828
"111577155","XM_023283281.3","XP_023139049.2",2862
"111577155","XM_055010969.1","XP_054866944.1",2861
"111577164","XM_023283293.3","XP_023139061.1",2112
"111577165","XM_023283294.3","XP_023139062.2",4188
"111577149","XM_023283271.3","XP_023139039.1",1619
"111577149","XM_055010002.1","XP_054865977.1",1650
"111577149","XM_023283269.3","XP_023139037.1",1701
"111577149","XM_023283270.3","XP_023139038.1",1811
"111577151","XM_035954224.2","XP_035810117.1",7132
"111577154","XM_023283279.3","XP_023139047.2",3399
"111577161","XM_023283291.3","XP_023139059.1",1263
"111577166","XM_023283295.3","XP_023139063.2",1809
"111577162","XM_023283292.3","XP_023139060.2",1374
"111577167","XM_023283296.3","XP_023139064.1",771
"111577167","XM_035954226.2","XP_035810119.2",595
"111577167","XM_023283297.3","XP_023139065.1",1115
"111577170","XM_023283301.3","XP_023139069.1",2051
"111577148","XM_035954227.2","XP_035810120.2",1845
"111577169","XM_035954225.2","XP_035810118.2",1897
"111577169","XM_023283300.3","XP_023139068.2",1935
"111577152","XM_023283273.3","XP_023139041.2",4593
"111572297","XM_023275900.3","XP_023131668.1",1304
"111572297","XM_023275901.3","XP_023131669.1",1465
"111572288","XM_023275882.3","XP_023131650.3",9411
"111572288","XM_055009788.1","XP_054865763.1",9450
"111572288","XM_035950773.2","XP_035806666.2",6972
"111572288","XM_035950775.2","XP_035806668.2",6526
"111572288","XM_035950772.2","XP_035806665.2",6363
"111572288","XM_035950774.2","XP_035806667.2",6575
"111572288","XM_055009813.1","XP_054865788.1",6651
"111572288","XM_035950780.2","XP_035806673.2",6469
"111572299","XM_023275902.3","XP_023131670.2",4332
"111572296","XM_055010942.1","XP_054866917.1",2260
"111572296","XM_055010940.1","XP_054866915.1",2180
"111572300","XM_023275903.3","XP_023131671.2",4601
"111572292","XM_023275894.3","XP_023131662.1",2129
"111572295","XM_055011139.1","XP_054867114.1",1255
"111572295","XM_023275898.3","XP_023131666.1",1222
"111572293","XM_023275895.3","XP_023131663.1",4693
"111572294","XM_023275896.3","XP_023131664.1",4113
"111572294","XM_055010316.1","XP_054866291.1",1505
"111572289","XM_035950782.2","XP_035806675.2",3547
"111572289","XM_023275889.3","XP_023131657.2",3580
"111572289","XM_035950787.2","XP_035806680.2",3261
"111572289","XM_035950785.2","XP_035806678.2",3294
"111572289","XM_035950784.2","XP_035806677.2",3739
"111572289","XM_035950786.2","XP_035806679.2",3705
"111572289","XM_055012445.1","XP_054868420.1",3570
"111572289","XM_035950789.2","XP_035806682.2",3416
"111572289","XM_023275890.3","XP_023131658.2",3170
"111572289","XM_035950788.2","XP_035806681.2",3094
"111572291","XM_023275893.3","XP_023131661.1",2820
"111572290","XM_035950790.2","XP_035806683.1",3472
"111572290","XM_023275891.3","XP_023131659.1",3612
"111576962","XM_055011946.1","XP_054867921.1",7455
"111576962","XM_055011948.1","XP_054867923.1",4520
"111576955","XM_023282938.3","XP_023138706.2",8655
"111576959","XM_023282946.3","XP_023138714.1",2775
"111576965","XM_023282956.3","XP_023138724.1",2712
"111576967","XM_023282958.3","XP_023138726.2",6501
"111576967","XM_023282957.3","XP_023138725.2",6516
"111576968","XM_023282961.3","XP_023138729.1",2256
"111576968","XM_023282959.3","XP_023138727.1",2275
"111576961","XM_023282950.3","XP_023138718.1",1358
"111576960","XM_023282949.3","XP_023138717.1",2240
"111576960","XM_035954105.2","XP_035809998.1",2197
"111576960","XM_023282947.3","XP_023138715.1",2246
"111576958","XM_023282945.3","XP_023138713.1",2569
"111576956","XM_055010338.1","XP_054866313.1",3477
"111576956","XM_035954115.2","XP_035810008.1",3453
"111576956","XM_035954107.2","XP_035810000.1",3403
"111576956","XM_055010344.1","XP_054866319.1",3261
"111576956","XM_055010337.1","XP_054866312.1",3367
"111576956","XM_055010333.1","XP_054866308.1",3379
"111576956","XM_055010340.1","XP_054866315.1",3343
"111576956","XM_035954108.2","XP_035810001.1",3394
"111576963","XM_055011516.1","XP_054867491.1",1927
"111576963","XM_023282953.3","XP_023138721.1",1963
"111576964","XM_023282954.3","XP_023138722.1",712
"111576964","XM_035954119.2","XP_035810012.2",8673
"111576964","XM_055011522.1","XP_054867497.1",8571
"111576964","XM_055011526.1","XP_054867501.1",2171
"111576964","XM_055011527.1","XP_054867502.1",619
