"geneID","transcriptID","proteinID","symbol","description"
111566209,"XM_023266690.3","XP_023122458","phlpp2","PH domain and leucine rich repeat protein phosphatase 2"
111566210,"XM_023266694.3","XP_023122462","ap1g1","adaptor related protein complex 1 subunit gamma 1"
111566212,"XM_055009123.1","XP_054865098","znf821","zinc finger protein 821"
111577576,"XM_023283918.3","XP_023139686","atxn1l","ataxin 1-like"
111577580,"XM_023283925.3","XP_023139693","LOC111577580_gas8","dynein regulatory complex subunit 4-like.1"
111577577,"XM_055011715.1","XP_054867690","mtmr10","myotubularin related protein 10"
111577571,"XM_023283905.3","XP_023139673","myo1ea_MYO1E","myosin IEa"
111577574,"XM_035954492.2","XP_035810385","rnf111","ring finger protein 111"
111577578,"XM_023283922.3","XP_023139690","sltm","SAFB-like, transcription modulator"
111577579,"XM_055017780.1","XP_054873755","mindy2","MINDY lysine 48 deubiquitinase 2"
111577572,"XM_023283908.3","XP_023139676","adam10a","ADAM metallopeptidase domain 10a"
111578413,"XM_023285208.3","XP_023140976","lipca","lipase, hepatic a"
111578414,"XM_023285209.3","XP_023140977","aqp9b","aquaporin 9b"
111578411,"XM_023285206.3","XP_023140974","aldh1a2","aldehyde dehydrogenase 1 family, member A2"
129349330,"XM_055012333.1","XP_054868308","polr2m","RNA polymerase II subunit M"
111578415,"XM_023285210.3","XP_023140978","myzap","myocardial zonula adherens protein"
111578417,"XM_023285214.3","XP_023140982","cgnl1","cingulin-like 1"
111578418,"XM_055017325.1","XP_054873300","tcf12","transcription factor 12"
111577795,"XM_023284237.3","XP_023140005","LOC111577795","uncharacterized LOC111577795"
111577799,"XM_023284243.3","XP_023140011","znf280d_ENSAOCG00000005171","zinc finger protein 280D"
111577787,"XM_023284229.3","XP_023139997","mns1","meiosis-specific nuclear structural 1"
111577788,"XM_023284230.3","XP_023139998","tex9","testis expressed 9"
111577798,"XM_023284242.3","XP_023140010","LOC111577798_ENSAOCG00000005116","DNA-binding protein RFX7.1"
111577781,"XM_023284217.3","XP_023139985","nedd4a","NEDD4 E3 ubiquitin protein ligase a"
111577796,"XM_023284239.3","XP_023140007","prtga_PRTG","protogenin homolog a (Gallus gallus)"
111577784,"XM_023284223.3","XP_023139991","ccpg1_ENSAOCG00000000204","cell cycle progression 1"
111577785,"XM_023284226.3","XP_023139994","pigb","phosphatidylinositol glycan anchor biosynthesis, class B"
111577800,"XM_023284247.3","XP_023140015","LOC111577800","protein PIGBOS1"
111577786,"XM_035954626.2","XP_035810519","rab27a","RAB27A, member RAS oncogene family"
111577791,"XM_023284234.3","XP_023140002","vrk3","VRK serine/threonine kinase 3"
111577790,"XM_023284233.3","XP_023140001","LOC111577790_ENSAOCG00000004886","rho family-interacting cell polarization regulator 1-like"
111577783,"XM_035954619.2","XP_035810512","LOC111577783_CTCF","transcriptional repressor CTCF"
111577782,"XM_023284219.3","XP_023139987","LOC111577782","mucin-2-like.2"
111577789,"XM_023284232.3","XP_023140000","nudt21","nudix hydrolase 21"
111577792,"XM_023284235.3","XP_023140003","ogfod1","2-oxoglutarate and iron-dependent oxygenase domain containing 1"
111577797,"XM_023284241.3","XP_023140009","tradd","tnfrsf1a-associated via death domain"
111587669,"XM_023297722.3","XP_023153490","LOC111587669_rhcgl1","ammonium transporter Rh type C"
111587674,"XM_023297732.3","XP_023153500","fes","FES proto-oncogene, tyrosine kinase"
111587677,"XM_023297735.3","XP_023153503","furina","furin (paired basic amino acid cleaving enzyme) a"
111587675,"XM_023297733.3","XP_023153501","LOC111587675_ENSAOCG00000003297","stereocilin"
111587672,"XM_055009491.1","XP_054865466","LOC111587672_ENSAOCG00000003308","transcription factor E2F5-like"
111587671,"XM_023297725.3","XP_023153493","si:ch211-122f10.4","Cathepsin A-like protein"
111587670,"XM_035942682.2","XP_035798575","slc38a7","solute carrier family 38 member 7"
111587673,"XM_023297731.3","XP_023153499","got2b","glutamic-oxaloacetic transaminase 2b, mitochondrial"
111571167,"XM_023274247.3","XP_023130015","LOC111571167_gnao1b","guanine nucleotide-binding protein G(o) subunit alpha-like"
111571168,"XM_055010641.1","XP_054866616","cog4","component of oligomeric golgi complex 4"
111571169,"XM_023274249.3","XP_023130017","LOC111571169_ENSAOCG00000013967","uncharacterized LOC111571169"
111573320,"XM_023277418.3","XP_023133186","gfod2","glucose-fructose oxidoreductase domain containing 2"
111573312,"XM_023277407.3","XP_023133175","thap11","THAP domain containing 11"
111573323,"XM_023277423.3","XP_023133191","nrn1lb","neuritin 1-like b"
111573319,"XM_023277416.3","XP_023133184","slc38a8b_SLC38A8","solute carrier family 38 member 8b"
111573313,"XM_023277409.3","XP_023133177","cmtr2","cap methyltransferase 2"
111573315,"XM_023277412.3","XP_023133180","LOC111573315_calb2b","calretinin-like"
111577158,"XM_023283286.3","XP_023139054","emc8","ER membrane protein complex subunit 8"
111577159,"XM_023283288.3","XP_023139056","LOC111577159_cox4i1","cytochrome c oxidase subunit 4 isoform 1, mitochondrial"
111577153,"XM_023283277.3","XP_023139045","dusp22a","dual specificity phosphatase 22a"
111577156,"XM_023283284.3","XP_023139052","irf8","interferon regulatory factor 8"
111577160,"XM_023283290.3","XP_023139058","foxf1","forkhead box F1"
111577155,"XM_023283281.3","XP_023139049","mthfsd","methenyltetrahydrofolate synthetase domain containing"
111577164,"XM_023283293.3","XP_023139061","dbndd1","dysbindin domain containing 1"
111577165,"XM_023283294.3","XP_023139062","LOC111577165_ENSAOCG00000004615","AFG3-like protein 1"
111577149,"XM_023283270.3","XP_023139038","def8","differentially expressed in FDCP 8 homolog"
111577151,"XM_035954224.2","XP_035810117","mc1r","melanocortin 1 receptor"
111577154,"XM_023283279.3","XP_023139047","tcf25","transcription factor 25 (basic helix-loop-helix)"
111577161,"XM_023283291.3","XP_023139059","LOC111577161_cyba","cytochrome b-245 light chain"
111577166,"XM_023283295.3","XP_023139063","mvda","mevalonate (diphospho) decarboxylase a"
111577162,"XM_023283292.3","XP_023139060","pdcd5","programmed cell death 5"
111577167,"XM_023283297.3","XP_023139065","LOC111577167_uraha","5-hydroxyisourate hydrolase-like.1"
111577170,"XM_023283301.3","XP_023139069","si:dkey-234i14.2_ENSAOCG00000004462","heterogeneous nuclear ribonucleoprotein C.2"
111577148,"XM_035954227.2","XP_035810120","LOC111577148","C-type lectin domain family 18 member A-like"
111577169,"XM_023283300.3","XP_023139068","LOC111577169_ENSAOCG00000004429","fibulin-7.1"
111577152,"XM_023283273.3","XP_023139041","kif7","kinesin family member 7"
111572297,"XM_023275901.3","XP_023131669","gins2","GINS complex subunit 2"
111572288,"XM_055009788.1","XP_054865763","gse1b","Gse1 coiled-coil protein b"
111572299,"XM_023275902.3","XP_023131670","LOC111572299_ENSAOCG00000016618","protein phosphatase 1 regulatory subunit 3E"
111572296,"XM_055010942.1","XP_054866917","LOC111572296","uncharacterized LOC111572296"
111572300,"XM_023275903.3","XP_023131671","atmin","ATM interactor"
111572292,"XM_023275894.3","XP_023131662","cenpn","centromere protein N"
111572295,"XM_055011139.1","XP_054867114","cmc2","C-x(9)-C motif containing 2"
111572293,"XM_023275895.3","XP_023131663","LOC111572293_CDYL2","chromodomain Y-like protein 2"
111572294,"XM_023275896.3","XP_023131664","mafa_MAF","MAF bZIP transcription factor a"
111572289,"XM_035950784.2","XP_035806677","ppfibp2a","PPFIA binding protein 2a"
111572291,"XM_023275893.3","XP_023131661","syt9a_SYT9","synaptotagmin IXa"
111572290,"XM_023275891.3","XP_023131659","spon1a","spondin 1a"
111576962,"XM_055011946.1","XP_054867921","kiaa1549lb","KIAA1549-like b"
111576955,"XM_023282938.3","XP_023138706","hipk3b","homeodomain interacting protein kinase 3b"
111576959,"XM_023282946.3","XP_023138714","cstf3","cleavage stimulation factor, 3' pre-RNA, subunit 3"
111576965,"XM_023282956.3","XP_023138724","depdc7a","DEP domain containing 7, paralog a"
111576967,"XM_023282957.3","XP_023138725","qser1","glutamine and serine rich 1"
111576968,"XM_023282959.3","XP_023138727","prrg4","proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane)"
111576961,"XM_023282950.3","XP_023138718","eif3m","eukaryotic translation initiation factor 3, subunit M"
111576960,"XM_023282947.3","XP_023138715","wt1b","WT1 transcription factor b"
111576958,"XM_023282945.3","XP_023138713","rcn1","reticulocalbin 1, EF-hand calcium binding domain"
111576956,"XM_055010338.1","XP_054866313","pax6b","paired box 6b"
111576963,"XM_023282953.3","XP_023138721","elp4","elongator acetyltransferase complex subunit 4"
111576964,"XM_035954119.2","XP_035810012","immp1l","inner mitochondrial membrane peptidase subunit 1"
111576196,"XM_023281761.3","XP_023137529","rps6ka2_ENSAOCG00000023559","ribosomal protein S6 kinase, polypeptide 2"
111576197,"XM_023281763.3","XP_023137531","rnaset2","ribonuclease T2"
111576195,"XM_023281757.3","XP_023137525","myom2b_MYOM2","myomesin 2b"
111576189,"XM_023281752.3","XP_023137520","LOC111576189_CSMD1","CUB and sushi domain-containing protein 1-like"
111576211,"XM_023281783.3","XP_023137551","chs1_ENSAOCG00000023261","chitin synthase 1"
111576201,"XM_023281768.3","XP_023137536","ddx21","DEAD (Asp-Glu-Ala-Asp) box helicase 21"
111576205,"XM_023281776.3","XP_023137544","LOC111576205_ENSAOCG00000023150","globoside alpha-1,3-N-acetylgalactosaminyltransferase 1-like"
111576206,"XM_023281777.3","XP_023137545","LOC111576206","globoside alpha-1,3-N-acetylgalactosaminyltransferase 1-like.1"
129349177,"XM_055011658.1","XP_054867633","LOC129349177","globoside alpha-1,3-N-acetylgalactosaminyltransferase 1-like.5"
111576208,"XM_055009058.1","XP_054865033","LOC111576208","globoside alpha-1,3-N-acetylgalactosaminyltransferase 1-like.2"
111576194,"XM_023281756.3","XP_023137524","mpc1","mitochondrial pyruvate carrier 1"
111576193,"XM_023281755.3","XP_023137523","kifbp","kinesin family binding protein"
111576204,"XM_023281774.3","XP_023137542","vps26a","VPS26, retromer complex component A"
111576198,"XM_023281766.3","XP_023137534","supv3l1","SUV3-like helicase"
111576191,"XM_023281754.3","XP_023137522","LOC111576191_HK1","uncharacterized LOC111576191"
111576210,"XM_055013177.1","XP_054869152","tacr2","tachykinin receptor 2"
111576199,"XM_023281767.3","XP_023137535","tspan15","tetraspanin 15"
111576209,"XM_023281780.3","XP_023137548","LOC111576209_ENSAOCG00000022529","zinc finger protein 771-like.1"
111576202,"XM_023281769.3","XP_023137537","dna2_ENSAOCG00000022522","DNA replication helicase/nuclease 2"
111576203,"XM_023281773.3","XP_023137541","LOC111576203_pbld","phenazine biosynthesis-like domain-containing protein 1"
111572171,"XM_023275726.3","XP_023131494","hnrnph3","heterogeneous nuclear ribonucleoprotein H3 (2H9)"
111572143,"XM_023275686.3","XP_023131454","rufy2","RUN and FYVE domain containing 2"
111572163,"XM_023275714.3","XP_023131482","LOC111572163","uncharacterized LOC111572163"
111570311,"XM_055013697.1","XP_054869672","fam120b_ENSAOCG00000020431","family with sequence similarity 120B"
111570309,"XM_023272987.3","XP_023128755","dld","deltaD"
111570312,"XM_023272995.3","XP_023128763","mis12","MIS12 kinetochore complex component"
111570315,"XM_023272999.3","XP_023128767","rhoua_ENSAOCG00000020320","ras homolog family member Ua"
111570310,"XM_023272988.3","XP_023128756","pdcd2","programmed cell death 2"
111570294,"XM_023272965.3","XP_023128733","tbp","TATA box binding protein"
111570293,"XM_023272964.3","XP_023128732","psmc3","proteasome 26S subunit, ATPase 3"
111570304,"XM_023272977.3","XP_023128745","psmb1","proteasome 20S subunit beta 1"
111570313,"XM_023272996.3","XP_023128764","phf10","PHD finger protein 10"
111570297,"XM_023272967.3","XP_023128735","rab4a","RAB4a, member RAS oncogene family"
111570306,"XM_055009896.1","XP_054865871","ccsapb","centriole, cilia and spindle-associated protein b"
111570292,"XM_023272962.3","XP_023128730","acta1b_ACTA1","actin alpha 1, skeletal muscle b"
111570307,"XM_023272984.3","XP_023128752","abcb10","ATP-binding cassette, sub-family B (MDR/TAP), member 10"
111570305,"XM_023272978.3","XP_023128746","urb2","URB2 ribosome biogenesis homolog"
111570298,"XM_023272968.3","XP_023128736","galnt2","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2"
111570314,"XM_023272997.3","XP_023128765","smyd2a","SET and MYND domain containing 2a"
111570300,"XM_023272973.3","XP_023128741","cenpf_ENSAOCG00000001445","centromere protein F"
111570296,"XM_035949429.2","XP_035805322","kcnk2a_KCNK2","potassium channel, subfamily K, member 2a"
111585857,"XM_023295476.3","XP_023151244","cgref1_ENSAOCG00000004641","cell growth regulator with EF-hand domain 1"
111585859,"XM_023295477.3","XP_023151245","efcab2_ENSAOCG00000004632","EF-hand calcium binding domain 2"
111585860,"XM_023295478.3","XP_023151246","adpgk2_ENSAOCG00000004624","ADP-dependent glucokinase 2"
111589113,"XM_023299833.3","XP_023155601","ctsba","cathepsin Ba"
111589112,"XM_023299830.3","XP_023155598","xkr5b_ENSAOCG00000001314","XK related 5b"
111589115,"XM_055010920.1","XP_054866895","eva1a_ENSAOCG00000018431","eva-1 homolog A (C. elegans)"
111585014,"XM_023294394.3","XP_023150162","itsn2b","intersectin 2b"
111585016,"XM_023294396.3","XP_023150164","gcfc2","GC-rich sequence DNA-binding factor 2"
111585013,"XM_023294392.3","XP_023150160","LOC111585013_sccpdha.1","saccharopine dehydrogenase-like oxidoreductase.1"
111585017,"XM_023294397.3","XP_023150165","tfb2m","transcription factor B2, mitochondrial"
111585018,"XM_023294400.3","XP_023150168","cnsta_ENSAOCG00000008447","consortin, connexin sorting protein a"
111579220,"XM_055015603.1","XP_054871578","smyd3_ENSAOCG00000019702","SET and MYND domain containing 3"
111579227,"XM_023286426.3","XP_023142194","kif26ba_KIF26B","kinesin family member 26Ba"
111579226,"XM_023286423.3","XP_023142191","si:dkey-127k13.1_ENSAOCG00000001824","PWWP domain-containing DNA repair factor 3A"
111579224,"XM_023286420.3","XP_023142188","ahctf1_ENSAOCG00000019518","AT hook containing transcription factor 1"
111579223,"XM_023286419.3","XP_023142187","LOC111579223_KRTCAP3","keratinocyte-associated protein 3"
111579222,"XM_055011411.1","XP_054867386","fzd3b_ENSAOCG00000019417","frizzled class receptor 3b"
129349182,"XM_055011673.1","XP_054867648","LOC129349182","kinesin-like protein KIF28"
111579221,"XM_055011677.1","XP_054867652","kif28_ENSAOCG00000019364","kinesin family member 28"
111572449,"XM_023276116.3","XP_023131884","kctd3","potassium channel tetramerization domain containing 3"
111562685,"XM_055010958.1","XP_054866933","ush2a","Usher syndrome 2A (autosomal recessive, mild)"
111562671,"XM_055011359.1","XP_054867334","esrrga","estrogen-related receptor gamma a"
111562692,"XM_023261361.3","XP_023117129","spata17","spermatogenesis associated 17"
111562675,"XM_055010274.1","XP_054866249","greb1_ENSAOCG00000003790","growth regulating estrogen receptor binding 1"
111562678,"XM_035944003.2","XP_035799896","lpin1a","lipin 1a"
111562689,"XM_035944009.2","XP_035799902","LOC111562689_ENSAOCG00000003862","membrane-spanning 4-domains subfamily A member 4D-like"
111587968,"XM_055013736.1","XP_054869711","LOC111587968","uncharacterized LOC111587968"
111587967,"XM_023298066.3","XP_023153834","ddias_ENSAOCG00000017565","DNA damage-induced apoptosis suppressor"
111587969,"XM_023298068.3","XP_023153836","LOC111587969_ENSAOCG00000017556","uncharacterized LOC111587969"
129348923,"XM_055010557.1","XP_054866532","LOC129348923","uncharacterized LOC129348923"
111587970,"XM_055010594.1","XP_054866569","irf1a_ENSAOCG00000017535","interferon regulatory factor 1a"
111587966,"XM_023298065.3","XP_023153833","cdc42se2","CDC42 small effector 2"
111587965,"XM_023298064.3","XP_023153832","nip7","NIP7 nucleolar pre-rRNA processing protein"
111587964,"XM_023298062.3","XP_023153830","terfa_ENSAOCG00000017475","telomeric repeat binding factor a"
111587973,"XM_023298072.3","XP_023153840","zdhhc7","zinc finger DHHC-type palmitoyltransferase 7"
111587974,"XM_023298074.3","XP_023153842","si:ch73-167i17.6","regulator of G-protein signaling 9-binding protein"
111587972,"XM_023298070.3","XP_023153838","nudt19","nudix (nucleoside diphosphate linked moiety X)-type motif 19"
111583473,"XM_023292603.3","XP_023148371","slc7a9","solute carrier family 7 member 9"
111565170,"XM_023265226.3","XP_023120994","LOC111565170_zfand3","AN1-type zinc finger protein 3-like"
111565259,"XM_023265327.3","XP_023121095","LOC111565259_MDGA1","MAM domain-containing glycosylphosphatidylinositol anchor protein 1"
111570148,"XM_023272754.3","XP_023128522","styx","serine/threonine/tyrosine interacting protein"
111570192,"XM_023272823.3","XP_023128591","gnpnat1","glucosamine-phosphate N-acetyltransferase 1"
111570134,"XM_023272713.3","XP_023128481","amfra_AMFR","autocrine motility factor receptor a"
111570144,"XM_035949178.2","XP_035805071","LOC111570144_si:dkey-148a17.5","leukotriene B4 receptor 1-like"
111570140,"XM_023272727.3","XP_023128495","si:dkey-148a17.6_ENSAOCG00000017735","uncharacterized LOC111570140"
111570156,"XM_035949189.2","XP_035805082","esrp2","epithelial splicing regulatory protein 2"
111570183,"XM_055012377.1","XP_054868352","nfatc3a_ENSAOCG00000017623","nuclear factor of activated T cells 3a"
